no,name,tel,地址,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay
3.53E+09,華貞診所,2971-6626,新北市三重區三和路三段80號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察97分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299898.03,2773810.16,121.494617,25.071696
3.53E+09,集勇復健科診所,8287-3535,新北市三重區集勇街60、62號,診所,如要接種，請先致電詢問疫苗庫存,現場,否,復健科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察98分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298878.88,2775317.43,121.484568,25.085337
3.53E+09,集美診所,2977-5177,新北市三重區集美街174之1號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察99分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299482.72,2771765.43,121.490426,25.05325
131020016,新北市立聯合醫院,2982-9111#3260,新北市三重區新北大道一段3號,區域醫院,如要接種，請先致電詢問疫苗庫存,現場,是,內兒家醫、婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察100分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299521.37,2772609.46,121.49084,25.060869
3.53E+09,詹益智耳鼻喉科,2985-9589,新北市三重區重陽路四段6號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察101分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299497.15,2773502.77,121.490632,25.068935
3.53E+09,德心診所,8287-8007,新北市三重區力行路二段206號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察102分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298772.23,2774473.76,121.483481,25.077724
3.53E+09,德生診所,2981-2988,新北市三重區重陽路一段146號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察103分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299093.66,2772617.77,121.486601,25.060958
3.53E+09,德河聯合診所,8985-1515,新北市三重區重陽路三段117號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察104分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299515.93,2773466.39,121.490817,25.068605
3.53E+09,德恩診所,2976-6501,新北市三重區集成路47號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察105分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299376.04,2771720.24,121.489368,25.052846
3.53E+09,德慈聯合診所,2973-6693#16,新北市三重區重新路三段14號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察106分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299953.47,2772667.3,121.495125,25.061377
3.53E+09,慶祥診所,2983-4012,新北市三重區自強路三段67號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察107分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299130.28,2773991.12,121.487013,25.073355
3.53E+09,膚麗康診所,2980-0258,新北市三重區五華街128號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,皮膚科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察108分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299604.93,2775107.88,121.491758,25.083422
3.53E+09,輝鴻診所,2976-6268,新北市三重區 信義街 22 號,診所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察109分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300409.7,2773063.2,121.499661,25.064936
3.53E+09,鄭俊堂診所,2286-3333,新北市三重區自強路四段49號,診所,如要接種，請先致電詢問疫苗庫存,現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察110分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299422.41,2774489.01,121.489926,25.077841
3.53E+09,鄭智雄診所,2280-5419,新北市三重區三和路四段308號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察111分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298866.29,2774477.74,121.484413,25.077757
3.53E+09,賴美里診所,8972-5629,新北市三重區重新路三段106號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話,是,不分科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察112分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299697.2,2772555.97,121.492581,25.06038
3.53E+09,錫安婦產科內科診所,2981-2299,新北市三重區正義北路319號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察113分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299848.86,2773770.78,121.494128,25.071343
3.53E+09,龍華診所,2988-3500,新北市三重區五華街100號,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、傳真、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察114分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299693.67,2775004.76,121.492634,25.082488
3.53E+09,聰明耳鼻喉科診所,8972-7370,新北市三重區重新路二段14號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察115分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300393.91,2772813.89,121.499495,25.062686
3.53E+09,謝明宏小兒科診所,2981-6425,新北市三重區中華路57號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察116分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298787.51,2772756.1,121.483571,25.062217
3.53E+09,曜弘診所,2984-0101,新北市三重區重新路三段107號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察117分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299553.51,2772494.85,121.491154,25.059833
3.53E+09,簡修平診所,8982-5506,新北市三重區正義北路300號之3,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,胸腔科內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察118分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299977,2773585.64,121.495391,25.069667
3.53E+09,蘇炫明外科診所,2287-9175,新北市三重區三和路四段161號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察119分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298781.95,2774568.84,121.483581,25.078582
2.33E+09,三峽區衛生所,2671-1592,新北市三峽區光明路71號3樓,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,不分科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察120分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287988.67,2757888.16,121.376129,24.928296
3.53E+09,文化耳鼻喉科診所,8671-9555,新北市三峽區文化路127號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察121分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287355.05,2758736.95,121.369878,24.935975
3.53E+09,北大小兒科診所,2671-8080,新北市三峽區大學路87號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察122分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287960.65,2759373.49,121.375892,24.941707
2.73E+09,台北榮譽國民之家,(02)2673-1201,新北市三峽區白雞路127號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察123分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287378.39,2756109.01,121.370039,24.912249
3.53E+09,永澄診所,(02)2673-2674,新北市三峽區光明路20號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,否,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察124分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287706.52,2758173.91,121.373343,24.930883
3.53E+09,安旭診所,(02)8672-3525,新北市三峽區文化路59號8樓-1,診所,如要接種，請先致電詢問疫苗庫存,電話,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察125分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287597.38,2758730.64,121.372278,24.935912
1.13E+09,行天宮醫療志業醫療財團法人恩主公醫院,(02)2672-3456分機,新北市三峽區復興路399號,區域醫院,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,內外科、家醫科、婦產科、兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察126分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,286660.45,2759002.03,121.363008,24.938385
3.53E+09,杏宜診所,8672-3602,新北市三峽區大學路102號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察127分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287876.36,2759592.81,121.375063,24.943689
3.53E+09,欣群耳鼻喉科診所,8671-9555,新北市三峽區文化路127號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察128分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287355.05,2758736.95,121.369878,24.935975
3531092102,星龍耳鼻喉科診所,2671-1676,新北市三峽區國際一街5號1樓,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,否,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察129分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287825.71,2759526.31,121.37456,24.94309
3.53E+09,悅兒診所,8674-1615,新北市三峽區學成路329號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察130分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288075.54,2759729.58,121.377039,24.944919
3.53E+09,敏家診所,2671-5193,新北市三峽區復興路108號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察131分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287632.94,2758942.37,121.372635,24.937823
1.53E+09,清福醫院,(02)2673-9288,新北市三峽區介壽路一段286號2樓E棟,地區醫院,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察132分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288397.93,2757970.96,121.380183,24.929033
3.53E+09,彭耳鼻喉科診所,(02)2673-8275,新北市三峽區文化路132號,診所,如要接種，請先致電詢問疫苗庫存,現場,否,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察133分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287449.24,2758767.73,121.370812,24.936251
